bore,aborrecimento,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
abort,abortar,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
abortive,abortivo,0,1,0,0,0,0,0,1,0,0,VERDADEIRO,
abortion,aborto,0,1,0,0,1,1,0,1,0,0,VERDADEIRO,
miscarriage,aborto espontâneo,0,1,0,0,0,1,0,1,0,0,VERDADEIRO,
hug,abraço,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
embrace,abranger,1,0,0,1,0,0,1,0,1,1,VERDADEIRO,
abrasion,abrasão,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
abbreviation,abreviação,0,0,0,0,0,0,0,0,0,0,FALSO,
abbreviate,abreviar,0,0,0,0,0,0,0,0,0,0,FALSO,
opener,abridor,0,0,0,0,0,0,0,0,0,0,FALSO,
shelter,abrigo,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
abruptly,abruptamente,0,0,0,0,0,0,0,0,0,0,FALSO,
abrupt,abrupto,0,0,0,0,0,0,0,0,1,0,VERDADEIRO,
abscess,abscesso,0,1,0,0,0,0,0,1,0,0,VERDADEIRO,
absenteeism,absentismo,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
absinthe,absinto,0,0,0,0,0,0,0,0,0,0,FALSO,
absolute,absoluto,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
absolution,absolvição,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
absorption,absorção,0,0,0,0,0,0,0,0,0,0,FALSO,
engrossed,absorto,0,0,0,0,0,0,0,0,0,0,FALSO,
absorbing,absorvendo,0,0,0,0,0,0,0,0,0,0,FALSO,
absorbent,absorvente,0,0,0,0,0,0,0,0,0,0,FALSO,
soak,absorver,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
absorbed,absorvido,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
abstention,abstenção,0,0,0,0,0,0,0,0,0,0,FALSO,
abstain,abster-se,0,0,0,0,0,0,0,0,0,0,FALSO,
abstinence,abstinência,0,0,0,0,0,0,0,0,0,0,FALSO,
abstraction,abstração,0,0,0,0,0,0,0,0,0,0,FALSO,
abstract,abstrato,0,0,0,0,0,0,0,0,0,0,FALSO,
absurd,absurdo,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
abound,abundam,0,0,0,0,0,0,0,0,0,0,FALSO,
abundance,abundância,1,1,0,1,1,0,1,0,0,1,VERDADEIRO,
abundant,abundante,1,0,0,0,0,0,1,0,0,0,VERDADEIRO,
abuse,abuso,0,1,1,0,1,1,0,1,0,0,VERDADEIRO,
vulture,abutre,0,1,0,0,1,1,0,0,0,0,VERDADEIRO,
academy,academia,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
academic,acadêmico,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
saffron,açafrão,0,0,0,0,0,0,0,0,0,0,FALSO,
soothe,acalmar,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
camp,acampamento,0,0,0,0,0,0,0,0,0,0,FALSO,
action,açao,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
thanksgiving,ação de graças,1,0,0,0,0,0,1,0,0,0,VERDADEIRO,
lawsuit,ação judicial,0,1,1,0,1,1,0,1,1,0,VERDADEIRO,
petting,acariciando,0,0,0,0,0,0,0,0,0,0,FALSO,
mite,ácaro,0,1,0,0,1,0,0,0,0,0,VERDADEIRO,
agree,aceita,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
acceptance,aceitação,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
accept,aceitar,0,0,0,0,0,0,0,0,0,0,FALSO,
acceptable,aceitável,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
acceleration,aceleração,0,0,0,0,0,0,0,0,0,0,FALSO,
apace,acelerado,0,0,0,0,0,0,0,0,0,0,FALSO,
throttle,acelerador,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
accelerate,acelerar,0,0,0,1,0,0,0,0,0,0,VERDADEIRO,
alight,acender,0,0,0,0,0,0,0,0,0,0,FALSO,
nod,aceno com a cabeça,0,0,0,0,0,0,0,0,0,0,FALSO,
accentuate,acentuar,0,0,0,0,0,0,0,0,0,0,FALSO,
hit,acertar,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
accessible,acessível,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
access,acesso,0,0,0,0,0,0,0,0,0,0,FALSO,
accessory,acessório,0,0,0,0,0,0,0,0,0,0,FALSO,
fittings,acessórios,0,0,0,0,0,0,0,0,0,0,FALSO,
appurtenances,acessos,0,0,0,0,0,0,0,0,0,0,FALSO,
acetic,acético,0,0,0,0,0,0,0,0,0,0,FALSO,
guess,acho,0,0,0,0,0,0,0,0,1,0,VERDADEIRO,
accidental,acidental,0,1,0,0,0,1,0,0,1,0,VERDADEIRO,
accidentally,acidentalmente,0,0,0,0,0,0,0,0,1,0,VERDADEIRO,
accident,acidente,0,1,0,0,0,1,0,1,1,0,VERDADEIRO,
stroke,acidente vascular encefálico,0,1,0,0,0,1,0,1,0,0,VERDADEIRO,
acidity,acidez,0,0,0,0,0,0,0,0,0,0,FALSO,
acid,ácido,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
foregoing,acima expostos,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
aforementioned,acima mencionado,0,0,0,0,0,0,0,0,0,0,FALSO,
engaged,acionado,1,0,0,1,0,0,1,0,0,1,VERDADEIRO,
actionable,acionável,0,1,1,0,1,0,0,0,0,0,VERDADEIRO,
shareholder,acionista,0,0,0,0,0,0,0,0,0,0,FALSO,
acme,acme,0,0,0,0,0,0,0,0,0,0,FALSO,
steel,aço,0,0,0,0,0,0,0,0,0,0,FALSO,
doings,ações,0,0,0,0,0,0,0,0,0,0,FALSO,
cosy,acolhedor,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
stricken,acometido,0,0,0,0,0,0,0,1,0,0,VERDADEIRO,
accommodate,acomodar,0,0,0,0,0,0,0,0,0,0,FALSO,
accompaniment,acompanhamento,1,0,0,1,0,0,1,0,0,1,VERDADEIRO,
accompanying,acompanhando,0,0,0,0,0,0,0,0,0,0,FALSO,
accompany,acompanhar,0,0,0,0,0,0,0,0,0,0,FALSO,
advised,aconselhado,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
advisement,aconselhamento,0,0,0,0,0,0,0,0,0,0,FALSO,
advise,aconselhar,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
advisable,aconselhável,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
happening,acontecendo,0,0,0,0,0,0,0,0,0,0,FALSO,
happen,acontecer,0,0,0,1,0,0,0,0,0,0,VERDADEIRO,
coupled,acoplado,0,0,0,0,0,0,0,0,0,0,FALSO,
wrest,acorde,0,0,0,0,0,0,0,0,0,0,FALSO,
accordion,acordeão,0,0,0,0,0,0,0,0,0,0,FALSO,
chords,acordes,0,0,0,0,0,0,0,0,0,0,FALSO,
deal,acordo,1,0,0,1,0,0,1,0,1,1,VERDADEIRO,
accustomed,acostumado,0,0,0,0,0,0,0,0,0,0,FALSO,
butcher,açougueiro,0,1,1,0,1,1,0,0,0,0,VERDADEIRO,
accretion,acreção,0,0,0,0,0,0,0,0,0,0,FALSO,
believing,acreditando,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
believed,acreditava,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
acres,acres,0,0,0,0,0,0,0,0,0,0,FALSO,
append,acrescentar,0,0,0,0,0,0,0,0,0,0,FALSO,
increase,acréscimo,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
uncritical,acrítico,0,0,0,0,0,0,0,0,0,0,FALSO,
acrobat,acrobata,1,0,0,0,0,1,1,0,0,1,VERDADEIRO,
sugar,açúcar,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
acuity,acuidade,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
accumulation,acumulação,0,0,0,0,0,0,0,0,0,0,FALSO,
accumulate,acumular,0,0,0,0,0,0,0,0,0,0,FALSO,
acupuncture,acupuntura,0,0,0,0,0,0,0,0,0,0,FALSO,
arraignment,acusação,0,1,1,0,1,1,0,1,0,0,VERDADEIRO,
accused,acusado,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
accuser,acusador,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
accusing,acusando,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
indict,acusar,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
accusative,acusativo,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
acoustics,acústica,0,0,0,0,0,0,0,0,0,0,FALSO,
acoustic,acústico,0,0,0,0,0,0,0,0,0,0,FALSO,
adage,adágio,0,0,0,0,0,0,0,0,0,0,FALSO,
adapt,adaptar,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adaptable,adaptável,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adept,adepto,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adequacy,adequação,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
proper,adequado,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adherence,aderência,0,0,0,0,0,0,0,0,0,0,FALSO,
adherent,aderente,0,0,0,0,0,0,0,0,0,0,FALSO,
adhering,aderindo,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
cling,aderir,0,0,0,0,0,0,0,0,0,0,FALSO,
accession,adesão,0,0,0,0,0,0,0,0,0,0,FALSO,
adhesive,adesivo,0,0,0,0,0,0,0,0,0,0,FALSO,
postponed,adiado,0,0,0,0,0,0,0,0,0,0,FALSO,
deferral,adiamento,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
furtherance,adiantamento,0,0,0,0,0,0,0,0,0,0,FALSO,
ahead,adiante,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adjourn,adiar,0,0,0,0,0,0,0,0,0,0,FALSO,
addition,adição,0,0,0,0,0,0,0,0,0,0,FALSO,
added,adicionado,0,0,0,0,0,0,0,0,0,0,FALSO,
adder,adicionador,0,1,1,0,1,1,0,1,0,0,VERDADEIRO,
additional,adicional,0,0,0,0,0,0,0,0,0,0,FALSO,
add,adicionar,0,0,0,0,0,0,0,0,0,0,FALSO,
adieu,adieu,0,0,0,0,0,0,0,0,0,0,FALSO,
adipose,adiposo,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
additive,aditivo,0,0,0,0,0,0,0,0,0,0,FALSO,
divination,adivinhação,0,0,0,1,0,0,0,0,0,0,VERDADEIRO,
adjacency,adjacência,0,0,0,0,0,0,0,0,0,0,FALSO,
adjacent,adjacente,0,0,0,0,0,0,0,0,0,0,FALSO,
adjective,adjetivo,0,0,0,0,0,0,0,0,0,0,FALSO,
adjudication,adjudicação,0,0,0,0,0,0,0,0,0,0,FALSO,
adjunct,adjunto,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
adjuvant,adjuvante,0,0,0,0,0,0,0,0,0,0,FALSO,
administration,administração,0,0,0,0,0,0,0,0,0,0,FALSO,
trustee,administrador,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
administrative,administrativo,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
admiration,admiração,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
admiralty,admirado,0,0,0,0,0,0,0,0,0,0,FALSO,
admirer,admirador,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
admire,admirar,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
admirable,admirável,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
admission,admissão,0,0,0,0,0,0,0,0,0,0,FALSO,
admissibility,admissibilidade,0,0,0,0,0,0,0,0,0,0,FALSO,
admissible,admissível,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
admit,admitem,0,0,0,0,0,0,0,0,0,0,FALSO,
admitting,admitindo,0,0,0,0,0,0,0,0,0,0,FALSO,
admitted,admitiu,0,0,0,0,0,0,0,0,0,0,FALSO,
admonition,admoestação,0,1,0,0,0,1,0,0,0,0,VERDADEIRO,
ado,ado,0,0,0,0,0,0,0,0,0,0,FALSO,
adobe,adobe,0,0,0,0,0,0,0,0,0,0,FALSO,
sweetened,adoçado,0,0,0,0,0,0,0,0,0,0,FALSO,
sweetener,adoçante,0,0,0,0,0,0,0,0,0,0,FALSO,
adoption,adoção,0,0,0,0,0,0,0,0,0,0,FALSO,
sweeten,adoçar,0,0,0,0,0,0,0,0,0,0,FALSO,
adolescence,adolescência,0,0,0,0,0,0,0,0,0,0,FALSO,
adolescent,adolescente,0,0,0,0,0,0,0,0,0,0,FALSO,
teens,adolescentes,1,1,0,0,0,0,0,0,0,0,VERDADEIRO,
adoration,adoração,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
adore,adorar,1,0,0,1,0,0,1,0,0,1,VERDADEIRO,
adorable,adorável,1,0,0,0,0,0,1,0,0,0,VERDADEIRO,
asleep,adormecido,0,0,0,0,0,0,0,0,0,0,FALSO,
adorn,adornar,0,0,0,0,0,0,0,0,0,0,FALSO,
adornment,adorno,0,0,0,0,0,0,0,0,0,0,FALSO,
adopt,adotar,0,0,0,0,0,0,0,0,0,0,FALSO,
acquiring,adquirindo,1,0,0,1,0,0,0,0,0,0,VERDADEIRO,
acquire,adquirir,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
astringent,adstringente,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
adulterated,adulterado,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
adultery,adultério,0,1,0,0,1,0,0,1,0,0,VERDADEIRO,
adult,adulto,0,0,0,0,0,0,0,0,0,0,FALSO,
advent,advento,1,0,0,1,0,0,1,0,0,1,VERDADEIRO,
adversary,adversário,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
adversity,adversidade,0,1,1,0,0,1,0,1,0,0,VERDADEIRO,
warning,advertência,0,0,0,0,0,1,0,0,0,0,VERDADEIRO,
warn,advertir,0,1,0,1,0,1,0,0,1,1,VERDADEIRO,
guesswork,advinhação,0,0,0,0,0,0,0,0,0,0,FALSO,
advocacy,advocacia,1,0,1,1,0,0,1,0,0,1,VERDADEIRO,
lawyer,advogado,0,1,1,0,1,1,0,0,0,0,VERDADEIRO,
aeration,aeração,0,0,0,0,0,0,0,0,0,0,FALSO,
aerial,aéreo,0,0,0,0,0,0,0,0,0,0,FALSO,
hovercraft,aerodeslizador,0,0,0,0,0,0,0,0,0,0,FALSO,
aerodynamics,aerodinâmica,0,0,0,0,0,0,0,0,0,0,FALSO,
aerodrome,aeródromo,0,0,0,0,0,0,0,0,0,0,FALSO,
aeronautics,aeronáutica,0,0,0,0,0,0,0,0,0,0,FALSO,
airport,aeroporto,0,0,0,1,0,0,0,0,0,0,VERDADEIRO,
estranged,afastado,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
affable,afável,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
affections,afecções,0,0,0,0,0,0,0,0,0,0,FALSO,
affection,afeição,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
affecting,afetando,0,0,0,0,0,0,0,0,0,0,FALSO,
attachment,afeto,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
edging,afiação,0,0,0,0,0,0,0,0,0,0,FALSO,
sharpened,afiado,0,0,0,0,0,0,0,0,0,0,FALSO,
sharpener,afiador,0,0,0,0,0,0,0,0,0,0,FALSO,
affiliation,afiliação,0,0,0,0,0,0,0,0,0,0,FALSO,
affiliated,afiliado,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
tune,afinação,0,0,0,0,0,0,0,0,0,0,FALSO,
affinity,afinidade,0,0,0,0,0,0,0,0,0,0,FALSO,
affirmation,afirmação,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
asserting,afirmando,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
affirm,afirmar,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
affirmatively,afirmativamente,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
affirmative,afirmativo,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
affix,afixo,0,0,0,0,0,0,0,0,0,0,FALSO,
distress,aflição,0,1,1,0,1,1,0,1,1,0,VERDADEIRO,
afflicted,afligido,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
afflict,afligir,0,1,0,0,0,1,0,1,0,0,VERDADEIRO,
distressing,aflitivo,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
affluence,afluência,1,0,0,0,0,0,1,0,0,0,VERDADEIRO,
affluent,afluente,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
drown,afogar,0,1,0,0,0,1,0,1,0,0,VERDADEIRO,
fortunate,afortunado,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
affront,afronta,0,1,1,0,1,1,0,1,1,0,VERDADEIRO,
loosening,afrouxamento,0,0,0,0,0,0,0,0,0,0,FALSO,
loosen,afrouxar,0,0,0,0,0,0,0,0,0,0,FALSO,
sunk,afundado,0,1,0,0,1,1,0,1,0,0,VERDADEIRO,
tapering,afunilando,0,0,0,0,0,0,0,0,0,0,FALSO,
crouching,agachado,0,1,0,0,0,1,0,0,0,0,VERDADEIRO,
squat,agachamento,0,0,0,0,0,0,0,0,0,0,FALSO,
crouch,agachar,0,0,0,0,0,1,0,0,0,0,VERDADEIRO,
grasping,agarrando,0,1,0,1,0,0,0,0,0,0,VERDADEIRO,
grab,agarrar,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
agate,ágata,0,0,0,0,0,0,0,0,0,0,FALSO,
agency,agência,0,0,0,0,0,0,0,0,0,0,FALSO,
agent,agente,0,0,0,0,0,0,0,0,0,0,FALSO,
undertaker,agente funerário,0,0,0,0,0,0,0,1,0,0,VERDADEIRO,
agile,ágil,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
agility,agilidade,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
acting,agindo,0,0,0,0,0,0,0,0,0,0,FALSO,
agitation,agitação,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
agitated,agitado,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
agglomeration,aglomeração,0,0,0,0,0,0,0,0,0,0,FALSO,
clump,aglomerado,0,1,0,0,0,0,0,0,0,0,VERDADEIRO,
agnostic,agnóstico,0,0,0,0,0,0,0,0,0,0,FALSO,
agony,agonia,0,1,1,0,0,1,0,1,0,0,VERDADEIRO,
agonizing,agonizante,0,1,0,0,0,1,0,0,0,0,VERDADEIRO,
august,agosto,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
agreeable,agradável,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
aggravated,agravado,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
aggravation,agravamento,0,1,1,0,1,0,0,0,0,0,VERDADEIRO,
aggravating,agravante,0,1,1,0,0,0,0,1,0,0,VERDADEIRO,
aggregation,agregação,0,0,0,0,0,0,0,0,0,0,FALSO,
aggregate,agregar,0,0,0,0,0,0,0,0,0,0,FALSO,
aggression,agressão,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
aggressive,agressivo,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
aggressor,agressor,0,1,1,0,0,1,0,0,0,0,VERDADEIRO,
agricultural,agrícola,0,0,0,0,0,0,0,0,0,0,FALSO,
farmer,agricultor,0,0,0,0,0,0,0,0,0,0,FALSO,
agriculture,agricultura,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
grouping,agrupamento,0,0,0,0,0,0,0,0,0,0,FALSO,
bundle,agrupar,0,0,0,0,0,0,0,0,0,0,FALSO,
water,agua,0,0,0,0,0,0,0,0,0,0,FALSO,
downpour,aguaceiro,0,0,0,0,0,0,0,0,0,0,FALSO,
await,aguardam,0,0,0,1,0,0,0,0,0,0,VERDADEIRO,
hold,aguarde,0,0,0,0,0,0,0,0,0,0,FALSO,
sharpen,aguçar,0,0,1,1,0,0,0,0,0,0,VERDADEIRO,
acutely,agudamente,0,0,0,0,0,0,0,0,0,0,FALSO,
treble,agudos,0,0,0,0,0,0,0,0,0,0,FALSO,
hang,aguentar,0,0,0,0,0,0,0,0,0,0,FALSO,
eagle,águia,0,0,0,0,0,0,0,0,0,1,VERDADEIRO,
needle,agulha,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
woe,ai,0,1,0,0,1,1,0,1,0,0,VERDADEIRO,
airbag,airbag,0,0,0,0,0,0,0,0,0,0,FALSO,
act,aja,0,0,0,0,0,0,0,0,0,0,FALSO,
kneeling,ajoelhando-se,0,0,0,0,0,0,0,0,0,0,FALSO,
kneel,ajoelhar,0,0,0,0,0,0,0,0,0,0,FALSO,
aid,ajuda,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
helper,ajudante,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
assist,ajudar,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
adjustment,ajustamento,0,0,0,0,0,0,0,0,0,0,FALSO,
adjust,ajustar,0,0,0,0,0,0,0,0,0,0,FALSO,
tunable,ajustável,0,0,0,0,0,0,0,0,0,0,FALSO,
tinkering,ajustes,0,0,0,0,0,0,0,0,0,0,FALSO,
alabaster,alabastro,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
winged,alado,0,0,0,0,0,0,0,0,0,0,FALSO,
enlargement,alargamento,0,0,0,0,0,0,0,0,0,0,FALSO,
alarming,alarmante,0,1,0,0,0,1,0,0,1,0,VERDADEIRO,
alarm,alarme,0,1,0,0,0,1,0,0,1,0,VERDADEIRO,
lute,alaúde,0,0,0,0,0,0,0,0,0,0,FALSO,
lever,alavanca,0,0,0,0,0,0,0,0,0,0,FALSO,
leverage,alavancagem,1,0,0,0,0,0,0,0,0,0,VERDADEIRO,
album,álbum,0,0,0,0,0,0,0,0,0,0,FALSO,
strap,alça,0,0,0,0,0,0,0,0,0,0,FALSO,
artichoke,alcachofra,0,0,0,0,0,0,0,0,0,0,FALSO,
alkali,alcalino,0,0,0,0,0,0,0,0,0,0,FALSO,
alkaloids,alcalóides,0,0,0,0,0,0,0,0,0,0,FALSO,
achieve,alcançar,1,0,0,0,0,0,1,0,0,1,VERDADEIRO,
reach,alcance,0,0,0,0,0,0,0,0,0,0,FALSO,
caper,alcaparra,0,0,0,0,0,0,0,0,0,0,FALSO,
tar,alcatrão,0,0,0,0,0,0,0,0,0,0,FALSO,
moose,alce,0,0,0,0,0,0,0,0,0,0,FALSO,
alcohol,álcool,0,0,0,0,0,0,0,0,0,0,FALSO,
alcoholism,alcoolismo,0,1,1,0,1,1,0,1,0,0,VERDADEIRO,
alcove,alcova,0,0,0,0,0,0,0,0,0,0,FALSO,
villager,aldeão,1,0,0,0,0,0,0,0,0,1,VERDADEIRO,
randomly,aleatoriamente,0,0,0,0,0,0,0,0,1,0,VERDADEIRO,
randomness,aleatoriedade,0,0,0,0,0,0,0,0,0,0,FALSO,
rosemary,alecrim,0,0,0,0,0,0,0,0,0,0,FALSO,
allegation,alegação,0,1,1,0,0,0,0,0,0,0,VERDADEIRO,
alleged,alegado,0,0,0,0,0,0,0,0,0,0,FALSO,
